record,Bullied_on_school_property_in_past_12_months,Age,Sex,Felt Lonely,Close Friends,Other Students Kind and Helpful
12226,No,14 years old,Female,Sometimes,2,Rarely
12227,No,15 years old,Male,Sometimes,3 or more,Most of the time
12228,Yes,16 years old,Female,Rarely,2,Rarely
12229,No,15 years old,Female,Most of the time,3 or more,Sometimes
12230,No,14 years old,Female,Sometimes,3 or more,Always
12231,Yes,15 years old,Male,Never,3 or more,Never
12232,No,14 years old,Female,Most of the time,3 or more,Most of the time
12233,No,15 years old,Female,Rarely,2,Always
12234,No,14 years old,Female,Never,3 or more,Most of the time
12235,Yes,15 years old,Female,Sometimes,3 or more,Never
12236,Yes,11 years old or younger,Female,Always,3 or more,Sometimes
12237,Yes,15 years old,Female,Sometimes,3 or more,Sometimes
12238,Yes,16 years old,Female,Sometimes,3 or more,Always
12239,No,14 years old,Female,Rarely,3 or more,Most of the time
12240,No,16 years old,Female,Rarely,3 or more,Most of the time
12241,No,14 years old,Male,Rarely, ,Never
12242,No,14 years old,Male,Rarely,2,Sometimes
12243,No,14 years old,Female,Sometimes,3 or more,Most of the time
12244,Yes,14 years old,Female,Most of the time,3 or more,Rarely
12245,No,14 years old,Female,Never,3 or more,Most of the time
12246,No,15 years old,Male,Never,3 or more,Sometimes
12247,Yes,14 years old,Male,Sometimes,3 or more,Rarely
12248,No,15 years old,Male,Never,3 or more,Most of the time
12249,No,14 years old,Male,Never,3 or more,Sometimes
12250,No,14 years old,Male,Sometimes,2,Never
12251,No,14 years old,Male,Rarely,3 or more,Most of the time
12252,No,14 years old,Male,Rarely,2,Never
12253,No,14 years old,Female,Rarely,3 or more,Rarely
12254,No,15 years old,Female,Sometimes,3 or more,Sometimes
12255,No,15 years old,Female,Never,3 or more,Most of the time
12256,Yes,15 years old,Female,Rarely,3 or more,Sometimes
12257,No,15 years old,Female,Sometimes,2,Sometimes
12258,No,15 years old,Male,Never,3 or more,Sometimes
12259,No,14 years old,Female,Rarely,3 or more,Most of the time
12260,No,15 years old,Male,Never,3 or more,Sometimes
12261,No,14 years old,Female,Rarely,3 or more,Rarely
12262,No,14 years old,Female,Never,3 or more,Always
12263,Yes,14 years old,Male,Sometimes,3 or more,Always
12264,No,14 years old,Male,Never,3 or more,Always
12265,No,14 years old,Female,Rarely,3 or more,Most of the time
12266,Yes,15 years old,Female,Always,2,Rarely
12267,No,15 years old,Female,Rarely,2,Rarely
12268,Yes,15 years old,Female,Rarely,1,Sometimes
12269,No,14 years old,Male,Never,3 or more,Most of the time
12270,No,16 years old,Male,Never,3 or more,Most of the time
12271,No, ,Male,Never,3 or more,Always
12272,Yes,16 years old,Male,Sometimes,3 or more,Sometimes
12273,Yes,14 years old,Female,Always,3 or more,Never
12274,Yes,16 years old,Female,Always,3 or more,Never
12275,No,16 years old,Female,Sometimes,3 or more,Rarely
12276,No,15 years old,Male,Never,3 or more,Sometimes
12277,No,16 years old,Female, ,3 or more,Sometimes
12278,No,15 years old,Female,Sometimes,3 or more,Most of the time
12279,No,15 years old,Male,Rarely,3 or more,Never
12280,No,16 years old,Female,Sometimes,3 or more,Never
12281,No,15 years old,Female,Rarely,3 or more,Sometimes
12282,No,15 years old,Female,Sometimes,3 or more,Always
12283,No,15 years old,Female,Sometimes,3 or more,Most of the time
12284,No,16 years old,Female,Most of the time,3 or more,Sometimes
12285,No,16 years old,Female,Sometimes,3 or more,Always
12286,Yes,16 years old,Female,Most of the time,1,Rarely
12287,Yes,16 years old,Female,Sometimes,2,Most of the time
12288,No,16 years old,Male,Never,3 or more,Always
12289,No,16 years old,Male,Rarely,3 or more,Always
12290,No,16 years old,Male,Rarely,3 or more,Never
12291,No, ,Male,Never,2,Rarely
12292,Yes,16 years old,Male,Rarely,3 or more,Most of the time
12293,No,16 years old,Male,Rarely,2,Sometimes
12294,No,16 years old,Female, ,0,Always
12295,Yes,16 years old,Female,Sometimes,3 or more,Always
12296,No,16 years old,Female,Rarely,3 or more,Most of the time
12297,Yes,15 years old,Male,Sometimes,0,Most of the time
12298,No,15 years old,Female,Never,3 or more,Rarely
12299,No,16 years old,Male,Rarely,3 or more,Always
12300,Yes,14 years old,Male,Rarely,3 or more,Most of the time
12301,No,14 years old,Male,Never,2,Sometimes
12302,Yes,14 years old,Female,Sometimes,3 or more,Most of the time
12303,Yes,16 years old,Female,Most of the time,2,Rarely
12304,No,14 years old,Female,Rarely,3 or more,Always
12305,No,16 years old,Female,Never,1, 
12306,Yes,16 years old,Female,Most of the time,3 or more,Rarely
12307,No,16 years old,Female,Sometimes,3 or more,Rarely
12308,No,14 years old,Male,Never,3 or more,Rarely
12309,No,13 years old,Male,Rarely,3 or more,Never
12310,No,13 years old,Male,Never,3 or more,Sometimes
12311,Yes,14 years old,Male,Rarely,2,Never
12312,Yes,13 years old,Male,Never,3 or more,Most of the time
12313,No,13 years old,Female,Never,3 or more,Always
12314,No,14 years old,Male,Never,3 or more,Sometimes
12315,No,13 years old,Female,Rarely,3 or more,Sometimes
12316,No,14 years old,Male,Rarely,1, 
12317,No,13 years old,Female,Rarely,3 or more,Sometimes
12318,Yes,13 years old,Male,Sometimes,3 or more,Always
12319,No,13 years old,Male,Never,3 or more,Always
12320,No,13 years old,Female,Never,0,Most of the time
12321,Yes,13 years old,Female, ,1, 
12322,No,13 years old,Female,Never,3 or more,Most of the time
12323,No,13 years old,Female,Sometimes,3 or more,Rarely
12324,No,14 years old,Male,Never,3 or more,Sometimes
12325,No,13 years old,Male,Never,3 or more,Sometimes
12326,No,13 years old,Female,Rarely,3 or more,Sometimes
12327,Yes,14 years old,Male,Rarely,2,Sometimes
12328,No,14 years old,Male,Never,3 or more,Rarely
12329,No,13 years old,Female,Never,2,Most of the time
12330,No,14 years old,Female,Sometimes,3 or more,Most of the time
12331,Yes,13 years old,Male,Never,0,Rarely
12332,No,13 years old,Male,Never,3 or more,Sometimes
12333,No,13 years old,Male,Most of the time,2,Sometimes
12334,No,13 years old,Male,Never,3 or more,Sometimes
12335,No,13 years old,Female,Rarely,3 or more,Most of the time
12336,No,13 years old,Male,Never,3 or more,Always
12337,No,13 years old,Female,Most of the time,3 or more,Never
12338,No,13 years old,Female,Rarely,2,Sometimes
12339,Yes,13 years old,Male,Most of the time,2,Rarely
12340,No,13 years old,Male,Never,3 or more,Sometimes
12341,Yes,13 years old,Male,Most of the time,2,Never
12342,No,14 years old,Male,Never,3 or more,Always
12343,No,13 years old,Male,Never,2,Most of the time
12344,No,13 years old,Male,Never,3 or more,Most of the time
12345,No,14 years old,Male,Never,3 or more,Sometimes
12346,No,14 years old,Male,Always,3 or more,Most of the time
12347,Yes,13 years old,Female,Most of the time,3 or more,Rarely
12348,Yes,13 years old,Female,Always,3 or more,Sometimes
12349,No,14 years old,Male,Never,3 or more,Never
12350,No,13 years old,Female,Never,3 or more,Most of the time
12351,Yes,14 years old,Male,Sometimes,3 or more,Rarely
12352,Yes,14 years old,Female,Sometimes,3 or more,Sometimes
12353,No,14 years old,Female,Most of the time,1, 
12354,Yes,14 years old,Female,Most of the time,3 or more,Sometimes
12355,No,15 years old,Female,Rarely,3 or more,Never
12356,No,14 years old,Male,Never,1,Most of the time
12357,Yes,16 years old,Male,Rarely,3 or more,Sometimes
12358,No,15 years old,Male,Rarely,3 or more,Most of the time
12359,No,15 years old,Male,Most of the time,2,Never
12360,Yes,15 years old,Female,Most of the time,2,Never
12361,Yes,14 years old,Male,Sometimes,3 or more,Rarely
12362,Yes,15 years old,Male,Sometimes,3 or more,Rarely
12363,No,14 years old,Male,Never,3 or more,Rarely
12364,No,14 years old,Male,Rarely,3 or more,Never
12365,No,14 years old,Female,Never,3 or more,Most of the time
12366,No,14 years old,Male,Never,3 or more,Sometimes
12367,No,15 years old,Male,Most of the time,3 or more,Sometimes
12368,No,14 years old,Female,Most of the time,3 or more,Sometimes
12369,No,14 years old,Female,Never,3 or more,Most of the time
12370,No,14 years old,Female,Never,3 or more,Most of the time
12371,No,14 years old,Male,Never,3 or more,Always
12372,Yes,14 years old,Female,Rarely,3 or more,Rarely
12373,Yes,14 years old,Female,Most of the time,3 or more,Rarely
12374,No,14 years old,Female,Rarely,3 or more,Sometimes
12375,Yes,14 years old,Male,Never,3 or more,Most of the time
12376,No,15 years old,Female,Sometimes,0,Sometimes
12377,No,16 years old,Female,Always,3 or more,Never
12378,No, ,Female,Never,3 or more,Sometimes
12379,Yes,15 years old,Male,Sometimes,2,Sometimes
12380,No,16 years old,Female,Never,3 or more,Most of the time
12381,No,15 years old,Female,Never,3 or more,Most of the time
12382,No,15 years old,Female,Most of the time,3 or more,Always
12383,No,15 years old,Male,Rarely,3 or more, 
12384,Yes,16 years old,Male,Never,2,Sometimes
12385,No,16 years old,Male,Sometimes,3 or more,Sometimes
12386,No,16 years old,Female,Sometimes,3 or more,Rarely
12387,Yes,16 years old,Male,Rarely,3 or more,Sometimes
12388,No,16 years old,Female,Most of the time, ,Always
12389,No,15 years old,Female,Sometimes,2,Never
12390,Yes,15 years old,Female,Rarely,3 or more,Most of the time
12391,No,15 years old,Female,Sometimes,2,Never
12392,No,15 years old,Male,Rarely,3 or more,Most of the time
12393,Yes,15 years old,Male,Rarely,3 or more,Sometimes
12394,No,15 years old,Female,Sometimes,3 or more,Most of the time
12395,No,15 years old,Female,Rarely,3 or more,Most of the time
12396,No,15 years old,Male,Sometimes,2,Most of the time
12397,No,15 years old,Female,Sometimes,1,Most of the time
12398,No,16 years old,Female,Sometimes,3 or more,Most of the time
12399,No,15 years old,Male,Rarely,3 or more,Sometimes
12400,Yes,16 years old,Female,Sometimes,1,Most of the time
12401,No,15 years old,Female,Rarely,3 or more,Always
12402,Yes,16 years old,Female,Always,1,Rarely
12403,No,15 years old,Female,Most of the time,3 or more,Rarely
12404,No,16 years old,Male,Rarely,3 or more,Never
12405,No,15 years old,Male,Never,2,Most of the time
12406,No,16 years old,Male,Rarely,3 or more,Most of the time
12407,No,15 years old,Female,Sometimes,3 or more,Most of the time
12408,Yes,15 years old,Female,Sometimes,3 or more,Always
12409,No,16 years old,Male,Rarely,3 or more,Most of the time
12410,No,15 years old,Female,Sometimes,3 or more,Rarely
12411,No,15 years old,Female,Sometimes,3 or more,Never
12412,No,15 years old,Female,Never,3 or more,Always
12413,Yes,15 years old,Female,Sometimes,3 or more,Sometimes
12414,No,15 years old,Male,Never,3 or more,Sometimes
12415,No,15 years old,Male,Never,3 or more,Sometimes
12416,No,17 years old,Female,Sometimes,3 or more,Rarely
12417,No,15 years old,Female,Never,3 or more,Rarely
12418,No,15 years old,Female,Never,2,Rarely
12419,No,15 years old,Male,Rarely,3 or more,Most of the time
12420,Yes,16 years old,Female,Rarely,3 or more,Rarely
12421,Yes,16 years old,Female,Rarely,2,Sometimes
12422,No,16 years old,Male,Rarely,3 or more,Most of the time
12423,No,16 years old,Male,Never,3 or more,Rarely
12424,No,17 years old, ,Rarely,0,Rarely
12425,No,16 years old,Female,Never,3 or more,Most of the time
12426,No,13 years old,Male,Rarely,3 or more,Sometimes
12427,Yes,13 years old,Male,Sometimes,3 or more,Most of the time
12428,No,14 years old,Male,Never,3 or more,Sometimes
12429,No,14 years old,Male,Rarely,3 or more,Rarely
12430,Yes,13 years old,Male,Sometimes,3 or more,Sometimes
12431,No,14 years old,Male,Never,3 or more,Rarely
12432,No,13 years old,Male,Never,2,Sometimes
12433,No,13 years old,Male,Never,3 or more,Sometimes
12434,No,14 years old,Male,Rarely,3 or more,Sometimes
12435,No,13 years old,Male,Rarely,2,Always
12436,No,14 years old,Male,Sometimes,3 or more,Most of the time
12437,No,13 years old,Male,Never,3 or more,Always
12438,No,14 years old,Male,Rarely,2,Sometimes
12439,Yes,13 years old,Male,Never,3 or more,Always
12440,No,14 years old,Male,Rarely,3 or more,Sometimes
12441,Yes,13 years old,Female,Most of the time,1,Most of the time
12442,No,13 years old,Female,Most of the time,3 or more,Sometimes
12443,No,13 years old,Female,Sometimes,3 or more,Sometimes
12444,No,13 years old,Male,Sometimes,3 or more,Sometimes
12445,Yes,14 years old,Male,Rarely,3 or more,Most of the time
12446,No,13 years old,Female,Rarely,3 or more,Most of the time
12447,No,13 years old,Male,Never,3 or more,Sometimes
12448,Yes,14 years old,Male,Never,3 or more,Sometimes
12449,No,14 years old,Male,Rarely,2,Rarely
12450,No,14 years old,Male,Never,3 or more,Always
12451,No,13 years old,Female,Rarely,3 or more,Most of the time
12452,No,13 years old,Female,Sometimes,3 or more,Never
12453,No,13 years old,Male,Rarely,3 or more,Most of the time
12454,Yes,13 years old,Male,Rarely,3 or more,Always
12455,No,13 years old,Female,Sometimes,0,Most of the time
12456,Yes,13 years old,Female,Rarely,0,Sometimes
12457,No,13 years old,Male,Never,1,Sometimes
12458,No,13 years old,Male,Sometimes,3 or more,Always
12459,Yes,15 years old,Male,Never,3 or more,Most of the time
12460,No,13 years old,Male,Sometimes,3 or more,Always
12461,No,14 years old,Male,Never,3 or more,Always
12462,No,14 years old,Male,Most of the time,3 or more,Most of the time
12463,No,13 years old,Male,Never,3 or more,Sometimes
12464,No,13 years old,Female,Never,1,Sometimes
12465,No,13 years old,Female,Most of the time,3 or more,Rarely
12466,Yes,13 years old,Female,Sometimes,3 or more,Always
12467,No,13 years old,Male,Most of the time,3 or more,Always
12468,No,13 years old,Male,Sometimes,3 or more,Always
12469,Yes,14 years old,Male,Sometimes,3 or more,Sometimes
12470,No,13 years old,Female,Rarely,3 or more,Sometimes
12471,No,13 years old,Female,Always,3 or more,Sometimes
12472,No,13 years old,Male,Rarely,2,Never
12473,No,14 years old,Female,Never,2,Most of the time
12474,No,13 years old,Male,Sometimes,3 or more,Rarely
12475,No,13 years old,Female,Most of the time,3 or more,Rarely
12476,No,14 years old,Female,Sometimes,3 or more,Most of the time
12477,No,13 years old,Male,Most of the time,3 or more,Sometimes
12478,Yes,13 years old,Male,Sometimes,2,Most of the time
12479,No,13 years old,Male,Sometimes,3 or more,Most of the time
12480,No,13 years old,Male,Never,3 or more,Sometimes
12481,No,13 years old,Male,Never,3 or more,Always
12482,Yes,13 years old,Male,Sometimes,2,Rarely
12483,Yes,13 years old,Male,Most of the time,2,Sometimes
12484,Yes,14 years old,Male,Never,3 or more,Most of the time
12485,No,16 years old,Male,Never,3 or more,Most of the time
12486,Yes,13 years old,Male,Sometimes,3 or more,Most of the time
12487,No,13 years old,Male,Rarely,3 or more,Most of the time
12488,No,13 years old,Male,Never,3 or more,Always
12489,No,13 years old,Male,Never,1,Most of the time
12490,No,15 years old,Female,Sometimes,3 or more,Sometimes
12491,No,14 years old,Male,Rarely,3 or more,Always
12492,No,14 years old,Female,Most of the time,3 or more,Most of the time
12493,No,14 years old,Male,Never,3 or more,Sometimes
12494,No,14 years old,Female,Rarely,3 or more, 
12495,No,15 years old,Male,Rarely,2,Sometimes
12496,No,15 years old,Female,Always,2, 
12497,No,15 years old,Female,Most of the time,3 or more,Sometimes
12498,No,14 years old,Male,Never,3 or more,Most of the time
12499,No,15 years old,Female,Rarely,3 or more,Always
12500,No,15 years old,Female,Sometimes,3 or more,Always
12501,No,14 years old,Male,Never,3 or more, 
12502,Yes,15 years old,Female,Sometimes,3 or more, 
12503,No,15 years old,Female,Never,3 or more,Most of the time
12504,No,16 years old,Male,Rarely,3 or more,Sometimes
12505,No,14 years old,Female,Never,3 or more,Sometimes
12506,No,14 years old,Male,Never,3 or more,Always
12507,No,15 years old,Female,Never,3 or more,Sometimes
12508,No,15 years old,Female,Most of the time,3 or more,Most of the time
12509,No,14 years old,Male,Never,3 or more,Always
12510,Yes,14 years old,Male,Sometimes,1,Rarely
12511,No,14 years old,Male,Rarely,3 or more,Sometimes
12512,No,14 years old,Female,Rarely,3 or more,Always
12513,No,15 years old,Male,Rarely,3 or more,Most of the time
12514,No,14 years old,Female,Most of the time,2,Sometimes
